[I 250607 00:34:21 smartConnect:124] in pool
[I 250607 00:34:21 ws_feed:51] on open
[E 250607 00:34:21 smartWebSocketV2:316] Connection to remote host was lost.
[W 250607 00:34:21 smartWebSocketV2:319] Attempting to resubscribe/reconnect (Attempt 1)...
[I 250607 00:34:32 ws_feed:51] on open
[I 250607 00:34:51 smartConnect:124] in pool
[E 250607 00:44:22 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/modifyOrder. Error: Invalid orderid. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/modifyOrder, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '48:e7:da:32:50:16', 'Accept': 'application/json', 'X-PrivateKey': 'VRblQ5Kn', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'variety': 'NORMAL', 'orderid': '', 'ordertype': 'LIMIT', 'producttype': 'DELIVERY', 'duration': 'DAY', 'price': '711', 'quantity': 2, 'tradingsymbol': 'TATAMOTORS-EQ', 'symboltoken': '3456', 'exchange': 'NSE'}, Response: {'message': 'Invalid orderid', 'errorcode': 'AB4009', 'status': False, 'data': None}
[E 250607 00:44:28 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/modifyOrder. Error: Invalid orderid. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/modifyOrder, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '48:e7:da:32:50:16', 'Accept': 'application/json', 'X-PrivateKey': 'VRblQ5Kn', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'variety': 'NORMAL', 'orderid': '', 'ordertype': 'LIMIT', 'producttype': 'DELIVERY', 'duration': 'DAY', 'price': '711', 'quantity': 2, 'tradingsymbol': 'TATAMOTORS-EQ', 'symboltoken': '3456', 'exchange': 'NSE'}, Response: {'message': 'Invalid orderid', 'errorcode': 'AB4009', 'status': False, 'data': None}
[E 250607 00:44:34 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/modifyOrder. Error: Invalid orderid. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/modifyOrder, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '48:e7:da:32:50:16', 'Accept': 'application/json', 'X-PrivateKey': 'VRblQ5Kn', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'variety': 'NORMAL', 'orderid': '', 'ordertype': 'LIMIT', 'producttype': 'DELIVERY', 'duration': 'DAY', 'price': '711', 'quantity': 2, 'tradingsymbol': 'TATAMOTORS-EQ', 'symboltoken': '3456', 'exchange': 'NSE'}, Response: {'message': 'Invalid orderid', 'errorcode': 'AB4009', 'status': False, 'data': None}
[E 250607 00:44:39 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/modifyOrder. Error: Invalid orderid. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/modifyOrder, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '48:e7:da:32:50:16', 'Accept': 'application/json', 'X-PrivateKey': 'VRblQ5Kn', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'variety': 'NORMAL', 'orderid': '', 'ordertype': 'LIMIT', 'producttype': 'DELIVERY', 'duration': 'DAY', 'price': '711', 'quantity': 2, 'tradingsymbol': 'TATAMOTORS-EQ', 'symboltoken': '3456', 'exchange': 'NSE'}, Response: {'message': 'Invalid orderid', 'errorcode': 'AB4009', 'status': False, 'data': None}
[E 250607 00:44:45 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/modifyOrder. Error: Invalid orderid. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/modifyOrder, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '48:e7:da:32:50:16', 'Accept': 'application/json', 'X-PrivateKey': 'VRblQ5Kn', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'variety': 'NORMAL', 'orderid': '', 'ordertype': 'LIMIT', 'producttype': 'DELIVERY', 'duration': 'DAY', 'price': '711', 'quantity': 2, 'tradingsymbol': 'TATAMOTORS-EQ', 'symboltoken': '3456', 'exchange': 'NSE'}, Response: {'message': 'Invalid orderid', 'errorcode': 'AB4009', 'status': False, 'data': None}
[E 250607 00:50:18 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip. Error: INTERNAL SERVER ERROR. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '48:e7:da:32:50:16', 'Accept': 'application/json', 'X-PrivateKey': 'VRblQ5Kn', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'searchscrip': 'TATAMOTORS-EQ'}, Response: {'status': False, 'message': 'INTERNAL SERVER ERROR', 'errorcode': 'AB2000', 'data': None}
[E 250607 00:50:24 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip. Error: INTERNAL SERVER ERROR. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '48:e7:da:32:50:16', 'Accept': 'application/json', 'X-PrivateKey': 'VRblQ5Kn', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'searchscrip': 'TATAMOTORS-EQ'}, Response: {'status': False, 'message': 'INTERNAL SERVER ERROR', 'errorcode': 'AB2000', 'data': None}
[E 250607 00:50:29 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip. Error: INTERNAL SERVER ERROR. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '48:e7:da:32:50:16', 'Accept': 'application/json', 'X-PrivateKey': 'VRblQ5Kn', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'searchscrip': 'TATAMOTORS-EQ'}, Response: {'status': False, 'message': 'INTERNAL SERVER ERROR', 'errorcode': 'AB2000', 'data': None}
[E 250607 00:50:34 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip. Error: INTERNAL SERVER ERROR. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '48:e7:da:32:50:16', 'Accept': 'application/json', 'X-PrivateKey': 'VRblQ5Kn', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'searchscrip': 'TATAMOTORS-EQ'}, Response: {'status': False, 'message': 'INTERNAL SERVER ERROR', 'errorcode': 'AB2000', 'data': None}
[E 250607 00:50:39 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip. Error: INTERNAL SERVER ERROR. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '48:e7:da:32:50:16', 'Accept': 'application/json', 'X-PrivateKey': 'VRblQ5Kn', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'searchscrip': 'TATAMOTORS-EQ'}, Response: {'status': False, 'message': 'INTERNAL SERVER ERROR', 'errorcode': 'AB2000', 'data': None}
[E 250607 00:50:44 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip. Error: INTERNAL SERVER ERROR. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '48:e7:da:32:50:16', 'Accept': 'application/json', 'X-PrivateKey': 'VRblQ5Kn', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'searchscrip': 'TATAMOTORS-EQ'}, Response: {'status': False, 'message': 'INTERNAL SERVER ERROR', 'errorcode': 'AB2000', 'data': None}
[E 250607 00:51:30 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip. Error: INTERNAL SERVER ERROR. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '48:e7:da:32:50:16', 'Accept': 'application/json', 'X-PrivateKey': 'VRblQ5Kn', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'searchscrip': 'TATAMOTORS-EQ'}, Response: {'status': False, 'message': 'INTERNAL SERVER ERROR', 'errorcode': 'AB2000', 'data': None}
[E 250607 00:51:35 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip. Error: INTERNAL SERVER ERROR. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '48:e7:da:32:50:16', 'Accept': 'application/json', 'X-PrivateKey': 'VRblQ5Kn', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'searchscrip': 'TATAMOTORS-EQ'}, Response: {'status': False, 'message': 'INTERNAL SERVER ERROR', 'errorcode': 'AB2000', 'data': None}
[E 250607 00:51:40 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip. Error: INTERNAL SERVER ERROR. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '48:e7:da:32:50:16', 'Accept': 'application/json', 'X-PrivateKey': 'VRblQ5Kn', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'searchscrip': 'TATAMOTORS-EQ'}, Response: {'status': False, 'message': 'INTERNAL SERVER ERROR', 'errorcode': 'AB2000', 'data': None}
[E 250607 00:54:27 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip. Error: INTERNAL SERVER ERROR. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '48:e7:da:32:50:16', 'Accept': 'application/json', 'X-PrivateKey': 'VRblQ5Kn', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'searchscrip': 'TATAMOTORS-EQ'}, Response: {'status': False, 'message': 'INTERNAL SERVER ERROR', 'errorcode': 'AB2000', 'data': None}
[E 250607 00:56:29 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip. Error: INTERNAL SERVER ERROR. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/searchScrip, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '48:e7:da:32:50:16', 'Accept': 'application/json', 'X-PrivateKey': 'VRblQ5Kn', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'searchscrip': 'TATAMOTORS-EQ'}, Response: {'status': False, 'message': 'INTERNAL SERVER ERROR', 'errorcode': 'AB2000', 'data': None}
